Year,Region,Sales_Volume
2024,Asia,2808
2010,Africa,4921
2013,North America,3946
2011,Middle East,5154
2019,Africa,9095
2012,North America,7764
2016,South America,6210
2016,Middle East,4091
2010,Middle East,4769
2017,South America,340
2016,Middle East,9895
2010,Asia,7820
2017,Africa,2471
2023,Asia,8674
2023,Africa,2706
2011,Africa,4470
2017,South America,9479
2012,Asia,3060
2019,Africa,9412
2016,South America,3845
2022,South America,9057
2015,Europe,392
2014,Asia,7198
2024,South America,1482
2020,Europe,846
2019,Asia,6117
2023,Asia,4046
2020,Asia,1256
2011,North America,2640
2011,Middle East,2114
2022,Asia,1559
2021,Asia,7500
2024,Africa,1161
2010,Middle East,6857
2023,Africa,1302
2018,North America,2433
2020,North America,2348
2017,Asia,5287
2017,South America,6616
2010,South America,3034
2014,North America,1373
2021,Africa,9416
2015,Asia,6064
2024,Middle East,3194
2011,North America,6553
2019,Europe,7973
2024,Europe,3569
2014,Europe,9228
2015,North America,7700
2018,Africa,3536
2024,Middle East,5390
2019,Europe,7178
2010,Africa,6680
2022,Middle East,8175
2019,South America,2389
2012,Africa,2321
2021,Asia,9734
2018,Middle East,6299
2024,Europe,9382
2023,Africa,1881
2010,North America,2524
2010,North America,766
2010,Europe,3819
2016,South America,5066
2022,Africa,6194
2014,Europe,4950
2015,North America,471
2022,Africa,3187
2024,Europe,4745
2023,Africa,2570
2017,Europe,5372
2023,Africa,8196
2022,Asia,2853
2011,Asia,4119
2022,South America,5381
2011,Africa,5799
2012,Europe,281
2022,Europe,7030
2012,Asia,9188
2022,Africa,6006
2012,Asia,3330
2013,North America,3882
2012,Middle East,2393
2011,Africa,286
2018,Africa,5609
2015,Europe,630
2012,Asia,3399
2018,Africa,7495
2024,Europe,1356
2013,Europe,2013
2013,Middle East,2738
2017,Europe,9920
2016,Asia,4745
2024,Middle East,8814
2016,South America,355
2019,Middle East,8171
2016,Middle East,7601
2019,South America,5608
2020,Asia,8029
2014,Africa,2268
2024,Africa,7072
2016,Europe,9913
2013,North America,3677
2017,Europe,7214
2018,Europe,6667
2022,Europe,9966
2021,Africa,3453
2012,North America,5690
2016,Europe,1099
2021,North America,8908
2019,Europe,990
2018,Asia,3797
2010,Europe,7104
2011,North America,1264
2016,Asia,5694
2024,Middle East,2186
2022,Europe,3008
2011,South America,7813
2016,North America,4270
2010,Middle East,4968
2024,Middle East,1997
2012,South America,5421
2024,Asia,1051
2014,Middle East,8277
2023,Africa,2821
2021,Middle East,1199
2023,Europe,9233
2020,North America,8235
2015,Africa,6458
2024,North America,9590
2022,North America,817
2018,Asia,9002
2018,Africa,7505
2012,North America,1080
2023,South America,4303
2017,North America,2098
2022,Asia,1895
2013,Africa,4532
2016,South America,5740
2015,Middle East,2702
2017,Asia,7096
2015,North America,9534
2013,Asia,420
2011,Europe,9236
2016,North America,2259
2020,Middle East,2644
2024,Europe,9608
2022,South America,7914
2020,South America,3942
2013,Asia,3979
2022,North America,2823
2018,Europe,5089
2018,Middle East,718
2016,Middle East,4110
2014,Middle East,9371
2012,South America,5094
2012,Middle East,2598
2018,Europe,5209
2018,Europe,1361
2021,Middle East,881
2022,Africa,9608
2020,Africa,5756
2013,Middle East,6158
2020,Africa,9863
2010,Europe,8567
2022,Middle East,3637
2019,North America,2270
2014,Middle East,1779
2023,Asia,7504
2017,North America,9076
2019,South America,4543
2024,Europe,6620
2024,Middle East,5578
2013,Middle East,1116
2019,Africa,6585
2019,Africa,5619
2013,South America,7608
2022,Europe,8000
2021,Africa,1199
2023,Africa,6136
2018,Middle East,1977
2024,Africa,1992
2018,South America,9815
2016,Asia,2144
2019,Middle East,7124
2017,Africa,3285
2021,Asia,3966
2021,North America,8567
2013,South America,506
2017,Africa,8300
2023,Middle East,4262
2015,North America,1930
2022,South America,9924
2012,Asia,1839
2016,Europe,6740
2012,Middle East,6683
2020,South America,3668
2016,Africa,6785
2014,Africa,5312
2013,Europe,4714
2012,Europe,1575
2017,Europe,8928
2013,North America,2935
2017,South America,6566
2019,Europe,828
2012,Europe,9953
2019,South America,245
2022,Middle East,723
2018,North America,7768
2015,Asia,8139
2024,Africa,1144
2014,Asia,3489
2014,North America,2638
2022,Middle East,6222
2012,Europe,3468
2011,Europe,5868
2015,North America,2127
2020,Europe,9318
2010,Europe,8666
2024,Middle East,6521
2024,South America,5422
2023,Africa,2990
2016,Africa,3605
2024,Asia,238
2014,Asia,1837
2013,North America,5309
2018,North America,5555
2019,North America,8980
2010,Middle East,5500
2020,North America,9310
2024,Africa,5000
2013,North America,2762
2012,Europe,4545
2015,North America,4242
2014,Africa,8530
2016,Europe,7372
2022,South America,4270
2010,Middle East,1197
2022,South America,6038
2014,Middle East,5507
2023,North America,813
2011,Africa,9725
2011,South America,791
2020,Europe,450
2024,Asia,2326
2020,Asia,8936
2011,Europe,9181
2018,South America,7213
2019,South America,5942
2012,Asia,8221
2013,Asia,203
2024,Europe,9472
2014,Middle East,6367
2023,North America,4087
2013,Europe,5038
2013,Africa,1300
2014,Middle East,7233
2019,Asia,4188
2024,Africa,9456
2018,Middle East,2930
2021,North America,2111
2018,Europe,8195
2023,Middle East,5213
2023,Europe,9949
2015,Asia,9255
2020,Africa,4230
2021,South America,7220
2023,Africa,672
2012,North America,944
2015,Africa,1904
2019,Europe,2446
2013,Africa,1876
2012,North America,5688
2015,Middle East,6315
2024,South America,7411
2020,South America,408
2015,South America,157
2011,Africa,1844
2018,Africa,1345
2017,Europe,2386
2015,Middle East,8850
2010,Asia,7343
2021,Middle East,9487
2011,Middle East,2542
2024,Asia,9300
2013,Africa,7955
2016,South America,7419
2018,Asia,7518
2019,South America,223
2014,Middle East,8513
2019,Africa,8088
2011,North America,554
2024,Africa,7574
2022,South America,6901
2020,Middle East,6870
2020,Asia,9345
2020,Asia,757
2010,North America,6301
2019,South America,6514
2023,North America,7344
2022,Middle East,8835
2023,Africa,2514
2010,Asia,5543
2014,North America,8557
2023,Europe,8146
2016,South America,3798
2018,Europe,3774
2018,Middle East,9541
2017,Africa,1906
2010,Europe,3148
2014,South America,3224
2015,North America,7915
2015,Asia,7124
2013,Europe,9727
2010,Middle East,8769
2012,Europe,7301
2019,Africa,1456
2024,South America,5862
2024,Asia,5545
2013,Europe,3253
2013,Asia,1161
2022,Europe,4804
2013,North America,743
2023,South America,633
2014,Africa,5748
2022,Middle East,3654
2024,Africa,3930
2024,Africa,1964
2020,North America,6357
2018,Asia,9047
2013,Asia,2442
2018,Africa,4071
2018,North America,8427
2010,Asia,7493
2014,Asia,3192
2018,Asia,7653
2013,Asia,1746
2014,Asia,6411
2013,North America,386
2022,Europe,8157
2011,Europe,6527
2019,Africa,3290
2011,Africa,1412
2011,North America,5530
2022,Asia,8067
2010,Middle East,3655
2012,South America,7906
2024,North America,6394
2023,Middle East,487
2020,Asia,1017
2019,Asia,3273
2010,Europe,9688
2013,Europe,6149
2010,South America,6909
2013,Asia,1534
2012,Asia,861
2018,Africa,7751
2010,North America,967
2023,Europe,8455
2017,Middle East,575
2020,North America,2866
2018,Africa,244
2021,North America,2864
2016,Asia,8093
2010,South America,3646
2013,Europe,6497
2019,South America,5996
2010,South America,8049
2013,North America,6539
2024,South America,1919
2012,North America,7476
2011,South America,3453
2010,North America,686
2015,Africa,6635
2021,Europe,4874
2016,South America,5849
2015,North America,6012
2018,Asia,4716
2021,Africa,9787
2018,South America,427
2011,North America,4436
2024,South America,6929
2024,Asia,3765
2011,Asia,9390
2018,Europe,5303
2010,Africa,6536
2014,Middle East,8115
2010,South America,9960
2016,Asia,6932
2018,North America,6805
2015,Asia,2049
2023,North America,5026
2011,Middle East,4188
2015,Europe,6833
2018,Asia,4986
2012,Middle East,9886
2018,Asia,3835
2017,North America,301
2024,Middle East,5769
2022,Asia,5181
2021,Middle East,1017
2016,Asia,8176
2017,Middle East,9496
2019,South America,2993
2015,Asia,1145
2012,South America,428
2016,South America,3229
2013,Africa,5844
2020,North America,5739
2019,Africa,4037
2023,South America,5216
2014,Asia,4183
2017,Middle East,8582
2024,Asia,6816
2016,Asia,6603
2016,Africa,3203
2017,Asia,2685
2019,Middle East,148
2012,Middle East,657
2012,Asia,5648
2011,Asia,655
2024,Middle East,3338
2010,North America,300
2019,Europe,6042
2015,Asia,9890
2015,Europe,6501
2022,South America,4429
2019,Middle East,8653
2021,Africa,3346
2017,South America,3094
2023,South America,1194
2015,Middle East,1095
2015,Middle East,2884
2010,Africa,727
2021,South America,4961
2016,North America,1561
2016,North America,3008
2019,North America,8386
2018,Europe,6268
2023,Africa,9491
2024,Africa,4451
2021,North America,8927
2016,Middle East,9865
2017,Europe,256
2013,Europe,7064
2018,North America,6503
2024,Africa,4187
2023,North America,9163
2010,Africa,9357
2017,Middle East,618
2012,Asia,1086
2023,Middle East,213
2010,Europe,7259
2011,Middle East,6097
2024,Africa,8783
2015,Asia,4049
2014,Africa,7794
2023,North America,3340
2012,Europe,4214
2018,Africa,4251
2017,Africa,9380
2022,Asia,5555
2012,South America,336
2011,South America,5612
2017,Europe,9098
2023,Africa,5753
2024,Europe,4954
2014,Africa,894
2024,Africa,8431
2018,Africa,5352
2010,Middle East,4187
2019,Africa,1884
2012,South America,7582
2014,North America,9513
2011,North America,5241
2012,Europe,8425
2013,North America,4618
2013,South America,9864
2020,Africa,7984
2018,Asia,1579
2010,South America,7735
2021,Europe,4104
2018,Middle East,5719
2024,Africa,5102
2018,Europe,9203
2020,Africa,2069
2015,South America,8013
2020,Africa,8762
2010,Middle East,9376
2020,Middle East,5564
2022,Africa,2267
2021,Middle East,8708
2015,South America,1270
2017,North America,9385
2014,South America,4668
2014,Asia,8814
2010,Europe,6618
2010,Middle East,6140
2017,Middle East,7820
2022,Middle East,7562
2014,Middle East,1338
2017,Middle East,5015
2019,Middle East,7485
2011,North America,9800
2024,South America,9562
2013,Europe,8162
2022,Africa,1965
2020,Europe,8609
2023,North America,1099
2019,Europe,4133
2018,Asia,9263
2022,Middle East,6764
2012,North America,5316
2015,South America,5796
2020,Africa,2430
2016,Middle East,4052
2012,Africa,2401
2010,Africa,355
2011,Asia,3253
2020,Asia,9487
2023,South America,6433
2019,Africa,2060
2016,Middle East,2930
2016,Europe,510
2021,Middle East,1515
2010,Africa,9154
2019,Europe,2671
2016,Africa,4529
2024,Asia,8392
2019,North America,6096
2020,Europe,3639
2015,South America,7285
2020,Africa,7992
2015,South America,7218
2016,Asia,4577
2016,Asia,7997
2010,South America,3559
2019,Africa,5741
2014,North America,2404
2024,Asia,9983
2023,North America,1604
2023,Middle East,3145
2017,Asia,2168
2017,Middle East,8633
2012,Europe,6404
2012,North America,138
2016,North America,5524
2024,Middle East,6955
2013,South America,4994
2015,South America,3492
2018,Middle East,498
2019,Africa,5292
2011,Africa,579
2011,North America,7347
2015,Middle East,3516
2012,Middle East,1654
2010,Asia,2772
2011,Europe,6177
2023,Asia,5826
2022,Asia,5523
2016,Africa,8318
2013,Africa,779
2021,Asia,9484
2011,Europe,2320
2020,Middle East,1053
2021,South America,3406
2021,Europe,8102
2017,Europe,1479
2013,North America,9559
2013,South America,8586
2011,North America,8098
2023,South America,1499
2010,Middle East,9709
2010,Asia,1349
2012,Asia,9880
2015,Middle East,1085
2016,North America,7584
2022,North America,4701
2018,North America,264
2014,Europe,5979
2018,Europe,1628
2017,North America,101
2010,Middle East,1266
2020,South America,3083
2021,Europe,4281
2012,North America,1232
2017,Africa,5748
2018,Africa,537
2023,North America,6996
2013,Middle East,2196
2023,Asia,7097
2023,South America,7849
2023,Europe,321
2021,Europe,3399
2015,Africa,7150
2013,Asia,8592
2022,Africa,1521
2024,Middle East,3510
2018,Middle East,933
2011,Middle East,3531
2015,Asia,9350
2020,Africa,7450
2022,Asia,1207
2012,Europe,9599
2019,Africa,1467
2013,Africa,1179
2011,Europe,2317
2020,South America,5815
2017,Africa,2705
2019,North America,8841
2017,Africa,4064
2010,North America,3310
2019,Africa,4227
2015,South America,8143
2010,North America,3651
2015,Middle East,685
2016,Europe,2056
2024,Africa,1927
2011,Middle East,5608
2018,Europe,6014
2017,Africa,9655
2018,North America,6996
2024,South America,5782
2019,Europe,9465
2022,South America,8424
2013,North America,805
2013,Africa,4049
2021,Africa,6766
2017,South America,9897
2010,Europe,1850
2017,Europe,1860
2016,Europe,6137
2021,Middle East,3124
2016,North America,6996
2018,Africa,5053
2024,Asia,1632
2022,Africa,4562
2019,North America,3942
2016,North America,7703
2024,Europe,3827
2011,Middle East,6791
2010,Asia,6404
2010,Asia,807
2016,Middle East,5293
2014,South America,7143
2013,Middle East,3801
2014,Europe,754
2019,Europe,6045
2019,Asia,1204
2015,North America,5314
2021,South America,3384
2024,North America,4670
2019,Middle East,9559
2015,Middle East,4717
2010,Middle East,3594
2011,Europe,3897
2012,Asia,6402
2013,Asia,3526
2015,South America,8808
2021,Middle East,6510
2021,Africa,4676
2020,Middle East,153
2022,Middle East,6098
2018,Europe,4132
2021,Africa,946
2011,Middle East,2080
2017,South America,2311
2018,Africa,1646
2011,South America,6833
2018,South America,3816
2016,Asia,7840
2018,Europe,3716
2015,Middle East,9171
2011,Europe,2171
2017,North America,780
2019,Europe,7652
2024,Asia,5540
2018,Middle East,6349
2021,Asia,1683
2017,Asia,9746
2011,Middle East,2883
2024,Africa,6081
2017,Middle East,2903
2012,Middle East,8696
2012,North America,3518
2018,South America,2336
2022,Africa,9421
2018,Europe,8768
2024,Middle East,7196
2018,Middle East,4238
2013,Africa,6451
2021,North America,3146
2023,Asia,9527
2016,Asia,6979
2022,South America,5351
2017,Asia,4278
2024,Asia,2693
2024,Asia,5325
2022,South America,9994
2024,North America,8748
2022,South America,2005
2014,Asia,4374
2022,Europe,9275
2024,Asia,5054
2024,Asia,3545
2010,Africa,3220
2024,Middle East,215
2018,Asia,8535
2015,Africa,6113
2012,Asia,6231
2012,Asia,851
2023,South America,4415
2023,Middle East,3654
2019,Asia,4902
2010,Asia,4560
2022,North America,7185
2017,Africa,7141
2011,Asia,4987
2021,Middle East,2654
2010,Middle East,5878
2016,Asia,1153
2023,South America,8436
2020,Asia,4669
2018,Asia,6907
2015,South America,3243
2017,Asia,7715
2017,Africa,4090
2018,South America,7561
2016,Europe,299
2018,Asia,2301
2024,Middle East,383
2018,Africa,9827
2021,Europe,5683
2020,Asia,7886
2010,Europe,860
2015,Middle East,8594
2021,North America,3208
2017,Asia,5961
2019,Middle East,1387
2018,Asia,3702
2024,Middle East,7695
2013,Middle East,8495
2022,Middle East,3877
2011,Africa,9159
2020,Asia,8461
2018,Europe,6219
2018,Europe,4115
2021,Middle East,3024
2017,Asia,9296
2012,Europe,9047
2014,Middle East,5701
2011,Africa,8721
2023,Asia,264
2012,Asia,737
2010,Middle East,3941
2013,Middle East,6308
2014,South America,7813
2021,Middle East,7555
2011,South America,2247
2024,Europe,1465
2024,South America,1758
2012,North America,5353
2021,Africa,6534
2015,Europe,4566
2015,Asia,6422
2024,North America,1664
2016,North America,7341
2021,Asia,7582
2018,Asia,3550
2013,South America,1331
2014,Asia,3217
2020,South America,7521
2011,Africa,4616
2015,Asia,6919
2013,Middle East,7696
2014,Africa,3841
2016,North America,6430
2015,South America,8572
2017,Asia,5702
2015,South America,1920
2019,Europe,1119
2023,Africa,9940
2017,North America,6060
2022,Africa,9509
2023,Middle East,3548
2023,Africa,1692
2013,North America,7102
2021,Africa,140
2016,Asia,6350
2012,Europe,7695
2010,Asia,9594
2022,Middle East,6327
2018,Middle East,2279
2018,Europe,6480
2015,Asia,2989
2024,Asia,3021
2011,Middle East,7942
2017,South America,7827
2019,North America,6144
2015,Africa,441
2016,Middle East,8205
2022,Europe,371
2010,South America,2256
2012,Asia,9235
2024,Middle East,3386
2010,South America,1781
2019,Africa,1871
2010,Africa,905
2021,North America,5241
2021,South America,1271
2020,Middle East,8286
2022,North America,3727
2010,Middle East,6330
2013,Africa,9935
2022,Africa,2077
2016,Middle East,5157
2016,Africa,6313
2021,Asia,9004
2022,South America,7664
2014,Middle East,8650
2021,South America,9092
2015,South America,2550
2011,Europe,5487
2014,North America,1887
2016,Africa,3212
2023,Africa,5646
2018,Asia,8459
2015,South America,1175
2021,Asia,6225
2023,South America,7518
2019,Middle East,4001
2013,South America,103
2012,Europe,2157
2018,Europe,6211
2016,North America,1367
2020,Europe,505
2023,Middle East,1951
2022,Middle East,5161
2015,North America,7623
2016,South America,6356
2024,South America,2675
2017,South America,8781
2014,North America,3976
2012,South America,2751
2012,Middle East,5645
2022,Middle East,2576
2011,Asia,7625
2017,South America,1430
2010,North America,5379
2021,Middle East,5537
2017,South America,1749
2012,Asia,7145
2018,North America,1760
2021,Middle East,6084
2023,Europe,4940
2021,South America,7098
2020,North America,6375
2011,North America,6885
2019,Africa,741
2018,Africa,8893
2015,North America,2232
2010,Europe,4841
2014,Asia,4559
2019,North America,3363
2018,Middle East,605
2022,Africa,2722
2015,Asia,3687
2016,Asia,224
2013,Africa,9115
2010,Africa,3900
2014,Europe,2258
2011,Africa,7579
2017,Middle East,6652
2013,Asia,4907
2010,Africa,6581
2019,Asia,7340
2016,North America,7635
2021,Asia,9840
2020,Asia,7014
2011,Africa,8572
2012,South America,9347
2023,Middle East,1269
2018,South America,2687
2024,North America,1350
2022,Africa,4470
2018,North America,214
2011,Middle East,8614
2012,North America,2236
2020,North America,5855
2021,Middle East,7652
2018,Africa,8950
2010,Asia,6031
2011,Middle East,4672
2020,North America,3897
2011,Asia,8877
2019,Middle East,1296
2023,Middle East,5225
2012,North America,5969
2019,South America,2596
2012,Europe,6645
2019,Middle East,7622
2022,Africa,978
2011,Middle East,1560
2017,South America,9952
2017,Europe,7496
2017,Africa,2604
2011,Africa,6635
2024,Europe,4040
2022,Europe,3281
2018,South America,297
2020,Europe,7616
2016,South America,3143
2021,Asia,1489
2014,South America,8669
2016,North America,4160
2017,Asia,8813
2018,Africa,8056
2011,Europe,3267
2015,Europe,7376
2018,North America,4116
2022,South America,6639
2015,Europe,6944
2011,North America,6317
2010,Europe,3058
2021,Europe,8305
2012,Europe,9997
2020,Europe,6916
2014,North America,9673
2016,Middle East,4322
2019,South America,9057
2019,Asia,9280
2012,Africa,8262
2018,Asia,8204
2019,Europe,4238
2021,South America,936
2013,Africa,4553
2019,Africa,859
2011,North America,7753
2012,North America,3824
2014,Asia,4320
2012,Africa,4961
2014,Asia,8103
2013,Middle East,1995
2022,Europe,264
2020,South America,7731
2019,North America,4757
2022,North America,7417
2012,Asia,8834
2021,Africa,3141
2015,Asia,7107
2017,South America,777
2022,Middle East,2433
2021,North America,4614
2013,North America,4714
2018,Europe,6138
2015,North America,709
2014,Africa,204
2012,Africa,4076
2014,Middle East,1949
2014,Asia,6194
2023,Middle East,6890
2024,South America,9144
2021,Africa,1187
2021,Africa,7559
2013,Africa,4764
2021,Europe,1642
2015,North America,4148
2012,North America,4806
2019,North America,7519
2010,Africa,7696
2016,South America,5609
2016,South America,6178
2021,South America,6422
2013,North America,1976
2018,Asia,558
2021,North America,485
2011,North America,6049
2024,Africa,9553
2022,Middle East,2153
2010,Europe,9384
2024,Africa,882
2012,North America,9686
2016,Asia,5516
2018,Europe,1972
2011,Africa,7304
2015,Middle East,9102
2012,North America,3155
2014,Middle East,5138
2021,South America,6921
2018,North America,5741
2012,South America,1342
2010,Europe,3792
2014,South America,6151
2010,South America,8187
2017,Europe,6297
2016,Middle East,4223
2024,Europe,6148
2020,Europe,1243
2011,Europe,5902
2023,Middle East,7350
2020,Africa,8489
2018,Middle East,4485
2014,South America,4393
2016,Asia,4509
2013,Middle East,7384
2021,Asia,5741
2022,Middle East,3715
2010,South America,9692
2023,Asia,7090
2017,Europe,6218
2022,Asia,3984
2010,Europe,5270
2012,Europe,6285
2015,Asia,1431
2017,North America,3683
2017,North America,5004
2011,South America,781
2018,Middle East,8359
2013,Middle East,6838
2013,Asia,5644
2024,Africa,9441
2023,Europe,8066
2011,South America,5740
2010,South America,6126
2019,Asia,1674
2016,North America,6817
2020,Africa,3520
2019,North America,3407
2012,Middle East,2504
2013,Asia,9381
2020,Asia,3436
2018,Europe,6813
2015,Africa,3738
2023,Europe,789
2010,South America,4191
2018,Africa,3512
2018,Asia,7285
2014,Europe,4965
2017,Europe,8325
2016,Middle East,5370
2020,North America,8952
2017,South America,6407
2018,North America,724
2023,South America,9786
2011,North America,1703
2019,North America,2721
2014,Asia,3262
2017,Middle East,2518
2012,Africa,8348
2020,South America,2830
2024,Asia,7447
2020,North America,2101
2015,Europe,8713
2015,North America,8601
2016,Middle East,9395
2022,Africa,1247
2020,North America,3575
2012,North America,3981
2017,Europe,1025
2017,Europe,1095
2018,Middle East,9870
2017,North America,8222
2012,Middle East,9035
2015,North America,7651
2018,Europe,8279
2010,Africa,2808
2012,Middle East,6208
2011,Asia,2347
2021,Middle East,7444
2017,Asia,6887
2015,Asia,7942
2019,Europe,8627
2020,South America,4385
2020,Middle East,8182
2017,South America,9145
2011,Africa,398
2020,Europe,266
2015,Asia,5121
2016,North America,6381
2017,Europe,9956
2018,Asia,7921
2014,South America,229
2020,North America,9951
2012,Europe,2058
2011,Africa,7027
2017,Europe,6834
2010,Africa,4229
2019,Asia,6754
2024,Middle East,3426
2015,South America,1973
2011,South America,4370
2012,South America,8748
2017,North America,6993
2010,Asia,9838
2015,North America,2062
2012,Europe,1189
2015,Africa,7729
2012,North America,233
2020,North America,5843
2020,Europe,2928
2017,Middle East,5560
2014,Middle East,7589
2013,Asia,740
2018,Asia,8800
2024,North America,4669
2014,Asia,1678
2021,North America,560
2023,Asia,9689
2013,Asia,960
2017,Asia,6862
2017,Europe,4867
2017,North America,854
2013,Europe,6533
2022,Africa,3582
2010,Middle East,8676
2011,Africa,8381
2013,Europe,9358
2019,North America,1132
2011,Asia,3572
2020,Europe,7653
2019,Middle East,932
2023,Europe,2332
2023,Europe,663
2012,Asia,4413
2018,Middle East,2056
2024,North America,9444
2018,Middle East,4325
2023,Middle East,3153
2024,South America,6667
2020,North America,3704
2018,South America,6315
2016,South America,8140
2024,Asia,4492
2013,Middle East,6804
2010,Middle East,4850
2012,Asia,2229
2024,Asia,7154
2023,North America,5497
2017,Europe,5674
2013,Africa,1523
2019,Africa,8343
2019,Europe,1794
2011,South America,8851
2023,Middle East,6432
2017,Europe,160
2016,Europe,5288
2020,South America,2280
2019,South America,7784
2018,Africa,7544
2011,North America,3210
2024,Europe,6656
2014,Europe,8622
2015,North America,4185
2022,Middle East,5314
2011,South America,1248
2024,Middle East,2187
2011,Middle East,6281
2022,Middle East,5895
2024,Africa,2213
2023,South America,3906
2023,Asia,1136
2019,Africa,4280
2023,Middle East,806
2013,Asia,9805
2024,Asia,6340
2017,Asia,7795
2024,Europe,821
2023,North America,9433
2024,Asia,6151
2022,Europe,2143
2020,Asia,2193
2014,Asia,2080
2018,Asia,2632
2013,Asia,5315
2012,North America,7883
2019,Middle East,2631
2024,South America,9826
2017,Asia,2122
2010,Asia,8697
2018,Africa,1684
2013,Europe,3044
2020,Middle East,5660
2018,Africa,5645
2017,Europe,1730
2012,North America,5679
2012,South America,2487
2023,North America,7520
2018,Africa,5658
2012,South America,8024
2013,South America,360
2018,Africa,8888
2021,Asia,5977
2013,North America,9760
2020,South America,1799
2012,Europe,9602
2023,North America,7475
2016,South America,6240
2015,Asia,3443
2010,Africa,8951
2023,South America,4443
2019,Africa,6589
2017,Asia,289
2010,North America,3523
2013,Middle East,4358
2015,Middle East,8490
2015,Africa,5310
2016,Asia,4536
2023,South America,779
2020,Middle East,4082
2021,Africa,9664
2023,Middle East,6052
2014,North America,7103
2014,Asia,5633
2013,North America,747
2015,Middle East,3577
2016,Asia,2693
2019,North America,9302
2024,Middle East,3398
2019,South America,6490
2010,South America,1194
2018,Europe,7173
2024,Africa,1075
2023,Asia,5458
2017,South America,3936
2016,Asia,6699
2018,North America,6132
2012,Africa,1304
2019,North America,5847
2013,Africa,793
2016,Europe,4902
2015,Europe,981
2023,Europe,2613
2022,Middle East,8654
2011,South America,6670
2011,South America,6398
2019,North America,7045
2016,Europe,4882
2018,Africa,6470
2020,Africa,6230
2024,South America,4696
2021,Europe,1227
2018,Europe,2870
2016,South America,5508
2020,North America,3670
2017,Asia,6503
2019,Asia,3281
2012,Asia,1291
2010,Europe,4092
2016,Asia,963
2017,Africa,7229
2011,Asia,6530
2024,Europe,9909
2018,North America,6205
2013,Africa,9126
2019,Africa,5169
2020,South America,8344
2018,Middle East,2152
2022,South America,8887
2012,South America,7795
2017,South America,5544
2020,Africa,9990
2011,North America,5130
2024,Asia,3449
2023,South America,517
2012,South America,6334
2010,Africa,3293
2014,North America,9169
2013,North America,8145
2022,Asia,2461
2010,South America,6121
2019,Middle East,2304
2018,South America,5583
2015,Africa,4759
2015,Middle East,9863
2023,Africa,233
2020,South America,1181
2011,Middle East,5929
2024,North America,5599
2023,Europe,1564
2016,Middle East,4831
2021,North America,6745
2021,North America,3392
2024,South America,407
2018,Africa,2413
2015,Middle East,8494
2020,Middle East,3380
2017,Middle East,2614
2021,South America,7438
2014,North America,4507
2011,Africa,5500
2022,South America,9637
2024,Asia,7268
2013,Europe,9924
2021,Asia,1994
2010,Africa,6540
2010,Europe,6212
2015,Asia,5848
2024,Europe,5536
2011,Middle East,3541
2015,Africa,5787
2010,Middle East,8138
2020,South America,3288
2019,Europe,3178
2012,North America,9233
2023,Asia,6581
2018,North America,9127
2011,Africa,9182
2017,Asia,5666
2015,Europe,7968
2021,Europe,8263
2015,Middle East,5876
2016,Africa,7563
2014,South America,149
2021,Middle East,9085
2020,Africa,8064
2013,Asia,9397
2015,Middle East,1360
2017,Middle East,4283
2013,North America,7823
2014,Middle East,6834
2016,North America,8972
2015,Europe,2684
2022,Africa,3550
2013,Middle East,8317
2022,Asia,6391
2013,North America,3768
2019,Asia,6963
2013,Asia,143
2010,Africa,5679
2014,Asia,1301
2017,Europe,7990
2016,North America,4452
2014,Middle East,6782
2012,Africa,2247
2024,Africa,298
2024,South America,5208
2020,North America,147
2010,South America,4985
2022,Middle East,764
2016,Asia,9631
2022,South America,7993
2024,Europe,4614
2020,Middle East,6952
2012,Europe,2607
2013,North America,7519
2023,South America,590
2014,South America,2055
2022,Europe,4355
2024,North America,8133
2021,North America,6391
2017,North America,3915
2022,Europe,3981
2016,South America,2049
2018,Middle East,1842
2020,Asia,8042
2012,South America,243
2023,North America,1949
2020,Asia,8191
2019,Africa,1045
2010,Africa,382
2010,North America,4516
2021,Middle East,7950
2019,South America,5583
2022,North America,4790
2023,North America,5020
2010,North America,7580
2011,Europe,3035
2011,South America,4892
2016,North America,8187
2018,Asia,6939
2017,South America,4596
2024,Asia,5294
2013,Middle East,2308
2011,Asia,8801
2012,Europe,1848
2019,Asia,7863
2014,Middle East,8934
2018,North America,2053
2017,Africa,4945
2022,Asia,8933
2021,South America,2344
2023,Europe,1319
2012,Asia,2147
2018,Europe,5197
2019,Africa,5561
2012,Middle East,7797
2019,Asia,6398
2021,Europe,2831
2023,Middle East,5291
2017,Middle East,3940
2010,Asia,5526
2013,Middle East,3393
2013,Middle East,1252
2015,Africa,9902
2021,North America,7687
2021,Asia,3135
2011,Middle East,242
2016,Africa,9000
2014,North America,1310
2019,Africa,7129
2015,Europe,610
2020,Asia,8818
2023,Middle East,3707
2015,North America,4906
2023,Europe,2643
2023,Asia,2813
2021,Asia,2784
2023,South America,339
2020,South America,6707
2015,Middle East,9620
2019,Europe,1772
2021,Middle East,8662
2017,Europe,7929
2019,Asia,2328
2013,Europe,4417
2019,North America,9389
2017,South America,3929
2018,Europe,6673
2022,North America,5437
2022,Europe,3343
2013,Middle East,2305
2010,Africa,7212
2012,Europe,5804
2010,Europe,2136
2016,Africa,6709
2021,Asia,3352
2010,Africa,461
2020,Africa,979
2013,Middle East,4723
2022,Asia,3729
2023,Europe,1021
2010,South America,5431
