Model,Year,Sales_Volume
X6,2018,7393
i8,2012,6704
i3,2021,9488
X6,2021,1737
7 Series,2012,1426
i3,2024,9812
X1,2010,6400
X3,2011,964
i8,2016,903
i3,2012,7013
i8,2016,7008
3 Series,2014,6118
X1,2019,6143
5 Series,2017,8057
X6,2014,4021
X3,2012,3780
i8,2018,9096
7 Series,2024,6518
5 Series,2016,7303
M3,2014,5838
X3,2016,8844
5 Series,2020,9531
X6,2019,7684
i8,2018,7269
X3,2014,2276
7 Series,2016,3150
5 Series,2020,1400
X6,2018,4016
X6,2010,7408
5 Series,2013,8377
M3,2010,8730
M3,2017,4390
M3,2012,9245
i8,2011,6738
X6,2023,4997
X5,2013,3286
i8,2020,3209
i3,2012,8607
X5,2020,2426
3 Series,2014,4121
3 Series,2024,9574
7 Series,2022,9065
X6,2017,319
3 Series,2019,6615
i8,2017,940
X5,2020,1401
X6,2016,3700
X6,2017,3305
3 Series,2022,1694
X3,2022,5706
M5,2014,1532
X5,2019,5110
3 Series,2019,1355
X1,2020,7161
X6,2021,363
5 Series,2020,152
X3,2022,8094
M3,2015,2478
M5,2017,5557
3 Series,2024,4596
X3,2022,773
X5,2010,3351
X5,2015,946
X6,2015,5027
X6,2024,2489
i3,2020,9691
X6,2022,5798
5 Series,2014,4258
M3,2013,9182
X5,2010,2175
X5,2020,7137
i3,2019,946
X1,2020,5233
M5,2017,9689
X3,2015,8063
X1,2012,9391
M3,2021,9189
M5,2012,4720
X1,2021,7625
M3,2015,664
M5,2021,8735
3 Series,2024,4380
i8,2016,3941
i3,2017,3438
M5,2014,5694
7 Series,2019,317
i3,2015,2424
M3,2021,9473
i8,2010,7462
X5,2015,3190
i3,2018,9101
5 Series,2019,2858
M5,2013,7282
M5,2023,547
M5,2023,2763
X6,2019,1167
5 Series,2022,1885
X3,2010,7996
5 Series,2023,8356
X3,2020,2906
i8,2018,8024
i8,2013,3526
X3,2011,573
M5,2010,4426
5 Series,2012,6518
M5,2016,5206
5 Series,2020,3838
i3,2019,5805
X5,2011,4806
X3,2024,8412
X1,2018,5133
X6,2021,8851
3 Series,2022,4331
7 Series,2020,5277
X1,2011,2862
7 Series,2014,394
X1,2017,2079
5 Series,2022,8258
i3,2022,1323
7 Series,2021,5464
3 Series,2019,567
X1,2017,8138
X5,2012,9839
3 Series,2011,4830
i8,2018,2096
i8,2012,1474
i3,2017,6355
X5,2011,1409
X6,2012,588
i8,2010,5842
X3,2023,9519
M5,2020,3987
i8,2015,7795
X1,2022,4167
M3,2016,8478
X3,2013,6168
M3,2010,7886
X1,2012,9484
M5,2018,4185
X1,2014,8585
3 Series,2015,6558
X6,2013,8476
3 Series,2010,2302
X5,2023,3613
X5,2014,9351
X6,2014,8558
M3,2014,8851
X1,2024,430
7 Series,2015,7385
X3,2020,5779
X5,2011,1179
X6,2010,7248
X3,2024,6928
X3,2011,9818
i3,2022,3189
X1,2019,9148
i8,2015,9095
i8,2014,7407
M5,2024,4393
3 Series,2014,5860
i3,2021,7867
X3,2021,634
X1,2024,6975
X1,2015,5322
X5,2023,6887
i3,2019,1254
X5,2016,6793
X5,2018,1046
5 Series,2016,5532
7 Series,2011,9320
5 Series,2015,8182
M3,2018,3243
3 Series,2016,4415
3 Series,2011,6416
7 Series,2012,5181
M3,2017,6394
7 Series,2020,6249
i3,2018,6197
i8,2013,6677
X1,2018,9173
i3,2011,5365
X6,2022,6911
X5,2020,7208
3 Series,2014,6885
M3,2020,802
5 Series,2011,5888
X3,2020,4343
i8,2010,6155
X1,2022,1514
X5,2023,225
M3,2014,616
M5,2011,7316
X1,2023,5146
M5,2022,1262
5 Series,2016,2944
X1,2017,160
3 Series,2011,5219
i3,2016,2321
i3,2013,4060
5 Series,2010,5006
5 Series,2020,6632
X6,2024,4271
M3,2012,6790
X3,2020,8363
X5,2021,9522
M5,2010,8639
5 Series,2014,3985
5 Series,2024,8495
X6,2022,2727
3 Series,2017,7485
i8,2010,2788
i8,2023,5373
i8,2018,9611
i3,2012,8509
i8,2014,6762
X5,2018,7283
X1,2014,2933
X5,2018,3572
M3,2019,5753
X1,2017,2193
X5,2016,1674
M3,2020,9273
7 Series,2010,7033
X3,2013,2600
X1,2018,3823
3 Series,2019,9947
7 Series,2017,5175
X1,2013,9911
M5,2021,3055
3 Series,2010,6173
i8,2019,9172
i8,2013,211
i8,2024,7943
i3,2012,1359
7 Series,2015,9929
i3,2020,5377
X1,2014,2739
7 Series,2014,8427
M5,2011,3675
X6,2021,6334
i3,2012,4018
X5,2020,4620
5 Series,2015,3611
X3,2011,7793
7 Series,2024,6301
X5,2013,4643
M3,2011,8005
5 Series,2018,3038
5 Series,2012,592
i8,2019,9523
3 Series,2019,4908
M3,2015,509
X1,2024,9364
X1,2010,731
3 Series,2022,665
X6,2020,7986
X3,2023,565
i8,2024,239
3 Series,2024,3722
i3,2019,3895
i3,2012,1760
M5,2017,4375
X3,2014,8841
5 Series,2017,2569
i8,2024,580
X6,2011,4524
X6,2016,4392
3 Series,2018,228
X1,2016,3536
X1,2012,5719
X3,2016,2688
5 Series,2024,2609
M3,2017,5126
i3,2023,6203
i3,2010,9495
i3,2022,3201
i8,2022,8432
3 Series,2012,7999
M3,2014,1469
X6,2021,8136
M3,2015,6273
5 Series,2012,5495
X3,2024,1832
X1,2013,9465
M5,2014,2343
7 Series,2024,8917
X5,2012,6254
i8,2013,9840
7 Series,2014,6835
M3,2011,2387
i3,2019,4772
X1,2018,7290
i3,2019,5853
X5,2017,8085
i3,2021,7205
i8,2015,2393
M5,2019,999
X5,2020,444
X3,2012,9498
7 Series,2020,1317
5 Series,2011,1162
5 Series,2016,9506
X1,2017,5225
X1,2019,3823
X1,2010,2924
5 Series,2023,9794
5 Series,2024,7280
X1,2015,6671
X5,2016,6000
M3,2024,3388
i8,2022,6590
5 Series,2018,2202
5 Series,2021,908
i8,2012,3088
7 Series,2011,8178
5 Series,2014,9366
X5,2022,4406
X5,2024,8581
X1,2019,6804
M5,2010,2839
5 Series,2022,8441
X1,2015,4758
7 Series,2018,3269
M5,2019,569
M3,2024,4741
M5,2018,476
M5,2016,2890
X1,2023,5260
3 Series,2020,4982
X1,2016,2393
X3,2024,1049
X1,2017,202
i3,2019,7216
3 Series,2023,3486
i8,2011,3718
3 Series,2023,1083
X6,2015,408
5 Series,2014,4600
3 Series,2014,8304
5 Series,2022,3592
X5,2012,3302
5 Series,2012,1385
X5,2015,792
i8,2021,4268
5 Series,2019,1374
3 Series,2022,2694
X6,2019,5521
X5,2016,3623
7 Series,2023,6226
X6,2010,8092
i3,2023,7932
X3,2012,575
X6,2021,8684
7 Series,2010,8077
M5,2019,385
i3,2012,7459
X5,2014,6358
i3,2018,9753
X6,2012,9739
5 Series,2019,5501
X3,2023,254
7 Series,2019,3420
M3,2018,9853
M3,2010,387
X5,2015,6264
7 Series,2018,5984
i8,2021,328
M3,2014,3663
M5,2020,5180
X6,2023,8631
i3,2019,5064
i8,2011,5949
7 Series,2014,8740
i3,2010,4366
X3,2018,4276
X1,2019,8473
5 Series,2022,2497
5 Series,2019,8016
M3,2018,496
X5,2015,8943
7 Series,2020,593
M5,2018,7727
X3,2023,6087
7 Series,2012,4156
5 Series,2024,6149
i3,2013,928
3 Series,2022,3055
7 Series,2015,8001
X5,2013,386
X5,2010,8831
X6,2016,2606
X6,2014,6292
X1,2023,3036
5 Series,2024,101
i8,2017,9798
M5,2018,4690
i8,2014,5587
5 Series,2017,6296
3 Series,2022,3659
3 Series,2010,2729
i3,2010,3363
X3,2016,7531
M5,2024,3532
M3,2015,8297
i3,2014,5108
7 Series,2023,2745
M5,2024,4594
i3,2014,7192
X1,2023,3704
i3,2018,5524
X1,2010,7718
i8,2017,3127
X5,2011,2689
X5,2016,1644
X5,2015,6869
X3,2019,8660
M3,2011,8471
7 Series,2021,3777
7 Series,2022,1952
i3,2012,6279
i3,2013,8393
M3,2016,6091
5 Series,2017,7679
X1,2022,5315
X3,2020,9033
X5,2011,7819
3 Series,2017,6485
X1,2020,6195
M3,2018,5212
X5,2016,4078
3 Series,2010,4002
X3,2015,295
X1,2017,4962
M5,2014,3028
7 Series,2021,9593
7 Series,2024,707
5 Series,2011,2660
M5,2024,7447
i3,2014,7663
5 Series,2017,5679
i3,2011,1563
5 Series,2010,3392
X3,2024,2320
X6,2013,9152
X3,2013,4307
3 Series,2018,6025
i3,2012,2247
5 Series,2013,3110
X3,2012,2675
i3,2011,5158
X5,2013,4487
X1,2023,9754
5 Series,2017,3230
X6,2010,9263
M3,2017,3595
X6,2017,1931
i3,2024,8016
i3,2012,233
M5,2023,5803
i8,2019,9351
i3,2019,338
X5,2021,4033
X6,2021,8862
5 Series,2015,5469
M5,2022,1577
X6,2022,8376
X3,2013,8330
7 Series,2022,8380
X1,2010,3921
X6,2023,5079
X5,2010,2867
5 Series,2014,8194
X1,2021,8068
X1,2017,3691
M5,2010,6033
X5,2011,1613
X1,2016,9716
i8,2017,8208
X1,2021,428
X6,2023,1914
M3,2012,8815
i3,2020,4375
i3,2021,675
M3,2022,3184
5 Series,2017,4282
X5,2010,2194
i3,2018,5758
7 Series,2021,5330
3 Series,2011,6975
X1,2023,3058
5 Series,2022,4040
M5,2011,2304
M5,2013,1793
X5,2021,4370
i3,2019,9613
X5,2012,8057
X5,2013,3602
X6,2015,5152
7 Series,2016,1436
i3,2014,2567
M5,2011,3401
3 Series,2012,7081
5 Series,2019,3433
i3,2020,1823
X5,2012,8206
M3,2023,1802
7 Series,2014,2553
M3,2021,5331
X6,2020,9704
M5,2021,2988
X5,2014,3207
i8,2013,4138
i3,2017,3738
i3,2015,7326
i8,2015,8111
3 Series,2010,1962
M3,2015,4336
7 Series,2012,9912
i8,2022,3226
M3,2015,9428
3 Series,2019,6926
M5,2022,2486
M3,2020,3317
7 Series,2022,939
5 Series,2015,5327
X6,2011,5810
3 Series,2010,6130
X1,2020,8020
M5,2024,878
i8,2012,5941
3 Series,2014,4255
X3,2024,6874
3 Series,2024,5680
i3,2013,8128
5 Series,2016,4612
X3,2013,3996
X6,2017,1320
3 Series,2016,8013
M5,2019,849
X6,2018,1352
5 Series,2010,4093
X5,2024,524
i8,2014,2721
i8,2022,2958
X6,2013,4771
X1,2015,1854
i8,2010,9153
3 Series,2015,3349
i8,2010,7205
X5,2023,4117
3 Series,2023,6165
3 Series,2010,8476
7 Series,2017,9737
M3,2011,7706
5 Series,2019,313
X6,2022,4374
X3,2023,6314
3 Series,2015,2042
X3,2023,4697
7 Series,2015,1162
7 Series,2015,5794
M3,2017,223
X1,2013,7676
3 Series,2012,6695
5 Series,2015,9974
X5,2013,8138
X3,2011,6439
M3,2015,5415
X5,2019,3507
X5,2014,775
X6,2020,3618
M5,2018,5715
i3,2020,2794
7 Series,2015,6474
X3,2023,8118
7 Series,2012,5225
X5,2020,6534
X3,2014,4127
i3,2024,9076
M5,2019,3690
3 Series,2017,1992
X3,2018,6667
5 Series,2017,8883
5 Series,2024,6353
M5,2012,2874
X5,2018,5110
X6,2012,7806
M5,2017,7885
X3,2019,938
7 Series,2018,4989
X1,2016,7034
M3,2013,8289
i3,2019,8581
i3,2024,2966
3 Series,2018,6630
X5,2012,2958
M5,2024,3626
i8,2012,368
X1,2011,154
X1,2019,9479
M3,2024,497
i3,2012,4089
M5,2010,6202
M3,2024,9764
i3,2013,5724
M3,2017,1738
X6,2014,4559
M3,2011,9150
X1,2012,3440
M5,2010,348
X1,2011,7089
X3,2010,8713
M3,2011,6268
5 Series,2012,3928
X1,2010,7982
M3,2020,1125
M5,2018,4049
M3,2019,1852
i3,2014,3796
i8,2017,852
i3,2014,9536
X6,2017,4206
3 Series,2016,9162
M3,2021,4319
i3,2013,8564
7 Series,2024,7591
i8,2016,5251
X3,2015,4514
X6,2012,3284
M5,2018,8407
7 Series,2021,826
5 Series,2019,9751
M3,2024,5695
X1,2022,3861
X3,2018,9719
5 Series,2023,5880
X6,2014,3496
X6,2017,4860
M3,2016,191
X5,2018,5070
M5,2016,2265
M5,2013,7219
5 Series,2013,5413
M3,2020,4376
X1,2017,9188
5 Series,2015,5142
i3,2018,7417
5 Series,2023,7554
X6,2019,8418
i3,2023,9604
5 Series,2016,1766
X6,2016,5245
X3,2013,3119
X3,2012,1589
X1,2017,3476
X3,2016,5309
i3,2013,8650
X3,2022,2340
i3,2013,3249
i8,2010,241
X1,2020,8641
M3,2016,6093
X6,2010,4336
X3,2019,8492
i8,2019,792
M3,2013,1482
X5,2020,2059
X1,2023,1552
X1,2012,802
M3,2020,4317
7 Series,2012,9886
3 Series,2021,9338
X3,2010,5922
5 Series,2013,5838
5 Series,2023,3850
i8,2010,1362
7 Series,2023,3029
M3,2022,1758
X5,2022,8861
X6,2017,7295
M5,2024,3027
5 Series,2024,9735
M5,2010,5056
3 Series,2021,5017
i3,2023,4533
3 Series,2015,1538
5 Series,2016,2198
i3,2024,6291
X3,2019,8698
M3,2023,792
X5,2021,4812
7 Series,2011,8322
X1,2013,3802
i3,2020,6109
i3,2023,1817
M5,2012,8194
M3,2022,8087
X5,2022,5162
X1,2018,5088
3 Series,2023,8173
7 Series,2016,616
5 Series,2011,5139
7 Series,2020,7672
i8,2021,3456
5 Series,2015,9852
M5,2018,2343
X1,2021,2910
5 Series,2012,9622
7 Series,2023,7442
7 Series,2024,4287
X1,2020,1281
M5,2015,3352
M5,2023,8609
i3,2012,5534
i3,2012,1042
M3,2013,1858
i3,2018,1006
X1,2020,9574
i8,2022,6928
i8,2017,3961
M3,2010,4555
X3,2022,6514
X3,2021,709
7 Series,2020,7844
X3,2010,135
X3,2016,7587
3 Series,2012,5843
M3,2023,9404
3 Series,2020,991
X6,2016,1671
7 Series,2018,1639
M3,2012,3381
i3,2012,8275
7 Series,2011,6069
5 Series,2019,3210
M3,2010,6147
X6,2018,9036
M3,2015,4149
X3,2015,4855
X6,2017,2321
M3,2020,3795
X6,2014,8506
M3,2018,607
i8,2024,9139
3 Series,2020,8041
X5,2014,9892
7 Series,2011,8881
X1,2015,7303
i3,2024,6181
X5,2018,5329
X1,2012,5720
X3,2019,3035
7 Series,2013,9365
X1,2019,4614
M5,2020,3430
i3,2017,376
i8,2015,8051
i8,2022,5721
3 Series,2016,4814
X6,2016,1920
M3,2013,6575
i8,2024,5815
3 Series,2021,9353
5 Series,2015,8988
i8,2021,5640
M5,2018,1767
7 Series,2012,5078
5 Series,2017,8054
M5,2016,4651
X1,2013,9261
7 Series,2019,9853
X1,2022,9404
M3,2012,3011
7 Series,2023,775
X5,2016,4489
3 Series,2019,956
X5,2018,1538
i3,2021,3875
X3,2019,7948
i8,2012,3894
X5,2024,9067
X3,2019,8106
3 Series,2018,5000
i3,2022,5544
X3,2017,998
X5,2021,719
3 Series,2012,5803
X3,2024,1123
X6,2017,5977
7 Series,2021,6300
X5,2013,6802
X6,2015,8842
X6,2021,1437
X6,2019,9141
X5,2011,5173
i8,2017,2902
X6,2022,4835
X6,2018,7018
i3,2016,6684
5 Series,2017,193
X5,2016,1017
X5,2020,985
i3,2019,6035
i8,2013,7306
3 Series,2010,9265
X3,2012,3715
X3,2016,2028
M5,2020,1542
X5,2020,1785
X1,2016,2798
i8,2020,184
X1,2022,3809
X3,2012,431
X3,2010,2290
i3,2019,8554
X6,2018,7005
X5,2021,317
X5,2015,8911
M3,2022,6083
X1,2022,4077
X6,2021,663
X3,2016,1116
M5,2010,5369
7 Series,2010,411
i3,2013,4699
X3,2016,437
X1,2023,5896
X5,2020,9110
X6,2024,7663
X1,2020,2151
X3,2017,1821
X5,2019,2662
i8,2018,1934
X1,2010,8773
X5,2013,7796
X3,2013,6761
i3,2012,5920
X6,2016,5640
M3,2010,5005
3 Series,2018,5597
X3,2022,6636
i3,2017,5321
i3,2011,2275
i8,2011,8271
5 Series,2017,7122
i8,2020,3600
5 Series,2023,5442
7 Series,2024,4096
3 Series,2010,3771
X5,2022,8272
X3,2016,8563
X3,2018,1486
X3,2021,3086
M3,2024,2928
X5,2012,5486
X6,2016,1987
X1,2015,2497
i8,2024,8429
M5,2016,3739
X5,2016,2658
X3,2019,7107
3 Series,2010,7827
5 Series,2023,3417
M3,2012,5852
i8,2019,7853
i8,2010,8727
7 Series,2014,6217
X6,2012,5175
X3,2010,5721
X6,2011,5992
i8,2019,8154
3 Series,2014,5951
5 Series,2020,3720
7 Series,2012,9358
M5,2015,769
i8,2018,3195
5 Series,2015,6964
X5,2011,9916
7 Series,2011,5794
X5,2024,9211
M5,2022,910
i8,2022,9183
X1,2017,1739
5 Series,2020,9985
M5,2017,2068
X5,2015,6129
i3,2019,6815
M3,2016,6265
X6,2010,5979
i8,2024,1448
M3,2021,7239
5 Series,2018,2447
5 Series,2014,9507
i3,2018,1337
M5,2011,1012
X5,2023,8219
X1,2017,9834
X1,2016,3508
7 Series,2020,9982
X5,2023,4766
5 Series,2013,6072
M5,2012,2166
X6,2013,4445
X5,2013,3748
M5,2019,6902
X5,2019,7711
X1,2017,8770
X1,2022,5886
M3,2022,376
X5,2013,3635
3 Series,2023,3126
M3,2014,5917
M3,2011,6098
7 Series,2022,1476
7 Series,2013,4628
5 Series,2016,5701
M5,2012,3189
X6,2023,2852
5 Series,2023,7232
7 Series,2010,9972
M5,2022,4358
3 Series,2017,3005
X1,2017,5690
i8,2015,3218
M3,2016,4848
M3,2024,3584
M3,2019,9030
X6,2020,6259
5 Series,2011,8558
7 Series,2014,7185
M3,2021,2203
X5,2016,3753
5 Series,2024,5519
5 Series,2018,7647
X1,2010,550
3 Series,2024,6992
5 Series,2012,9476
X6,2015,4987
7 Series,2023,1931
3 Series,2016,5883
5 Series,2015,4750
7 Series,2010,9394
7 Series,2013,4423
M3,2015,6009
3 Series,2017,649
M5,2019,454
i8,2024,3319
3 Series,2023,6300
i8,2013,1388
X1,2016,4175
7 Series,2020,4994
X5,2012,1814
X5,2017,7429
7 Series,2010,8992
X3,2013,5635
X6,2017,4710
X6,2019,5686
X6,2013,4787
M5,2011,9432
i3,2011,142
i8,2013,7104
i8,2024,1026
M5,2022,8794
M5,2013,6453
7 Series,2024,9439
X5,2011,933
5 Series,2016,3426
M5,2024,8300
X3,2015,6818
5 Series,2020,640
X6,2012,507
X6,2017,3646
7 Series,2017,1008
5 Series,2010,4131
M3,2012,5968
7 Series,2014,7269
M3,2011,9620
7 Series,2021,5351
5 Series,2021,7433
X6,2014,8913
X6,2020,5756
X6,2019,3246
5 Series,2012,7517
X5,2024,9214
i8,2018,8037
X5,2020,6663
X6,2010,5479
M5,2013,2181
i8,2019,658
i3,2015,6553
X5,2024,827
X1,2018,4353
X5,2012,8703
M3,2024,1615
3 Series,2012,8814
i8,2024,7501
X5,2021,5188
X6,2014,4292
i8,2016,792
X5,2023,3402
X3,2014,4000
M5,2020,5226
M5,2017,1111
M3,2014,1483
X3,2016,9577
X5,2015,570
7 Series,2023,2661
X1,2019,3307
3 Series,2022,8952
3 Series,2011,2485
7 Series,2012,5252
X1,2020,6202
5 Series,2020,5972
M3,2013,2077
X6,2014,8105
M5,2018,3838
M3,2015,4011
7 Series,2010,1545
3 Series,2012,6885
M5,2016,4437
3 Series,2017,7371
5 Series,2016,4579
M5,2014,5628
i8,2024,8870
M3,2019,437
i3,2017,8944
X5,2018,1149
3 Series,2016,6196
M5,2020,1002
i3,2018,5712
M3,2010,330
X5,2023,4597
i3,2018,4138
M3,2012,9625
5 Series,2015,6330
X6,2017,605
X3,2012,4121
X1,2013,9828
X6,2016,3420
i8,2021,9709
5 Series,2016,8686
M5,2013,8987
X1,2018,1229
M3,2022,9307
i8,2012,8804
i3,2021,5218
X6,2017,3394
5 Series,2017,6034
M5,2022,8569
X6,2013,372
7 Series,2016,2150
M5,2013,5552
i8,2022,8440
X5,2021,3460
X6,2010,1410
X3,2010,3518
i8,2023,3332
7 Series,2010,2976
X6,2011,4812
5 Series,2015,134
M5,2021,4319
3 Series,2019,3552
i8,2020,4430
3 Series,2014,4285
7 Series,2020,9079
3 Series,2011,4730
M3,2017,8168
X3,2018,5475
X1,2016,3054
i8,2021,4105
X5,2023,8921
5 Series,2024,8542
5 Series,2024,5357
i8,2021,4943
M5,2018,8720
X6,2013,9830
X6,2022,5330
X1,2016,5243
M3,2014,3518
3 Series,2014,3969
M5,2012,7055
X1,2018,4029
3 Series,2022,4321
5 Series,2019,2394
X3,2014,5990
3 Series,2015,2581
5 Series,2012,4693
X1,2019,8686
i8,2016,7339
3 Series,2018,1467
X1,2018,1742
i8,2023,8965
M5,2024,6456
5 Series,2022,5936
X3,2019,2301
i8,2023,6361
X6,2019,4780
5 Series,2014,4028
i8,2016,1616
i3,2022,4989
X6,2021,2629
3 Series,2021,5617
i3,2022,7380
3 Series,2012,5592
i3,2015,1504
i8,2021,2957
X1,2017,125
X1,2022,7738
i3,2017,5663
X3,2011,4290
M5,2015,8498
X3,2016,4577
M3,2021,1681
X3,2016,3107
X1,2012,9890
i8,2023,5054
X6,2023,1687
X5,2018,1388
i3,2011,1253
X6,2020,6803
7 Series,2012,3977
5 Series,2024,2819
i8,2020,1304
M5,2011,2367
5 Series,2020,2524
M3,2018,1911
i3,2013,1789
X5,2011,5072
X5,2012,1826
3 Series,2022,8085
3 Series,2013,963
i3,2024,1794
X6,2023,4056
X5,2019,5272
M5,2022,6219
i8,2015,2483
X3,2014,2794
5 Series,2012,2160
M5,2019,4324
M3,2017,3258
i8,2017,3041
X5,2016,7630
7 Series,2012,3141
i8,2023,4002
X3,2024,3504
X5,2010,5929
X3,2014,5274
7 Series,2010,3076
5 Series,2015,1980
i3,2020,816
7 Series,2016,1470
5 Series,2024,2320
X5,2024,6563
i3,2021,4684
i8,2014,973
X6,2013,9068
X1,2011,9931
X1,2014,1654
X3,2018,8043
X1,2013,9237
X5,2023,2830
M3,2011,8478
3 Series,2022,4807
X1,2024,3444
5 Series,2015,290
5 Series,2017,3950
5 Series,2011,5861
i8,2018,2318
i3,2016,4555
X6,2023,9596
3 Series,2022,5358
X3,2011,9999
3 Series,2020,8792
X3,2014,4728
5 Series,2014,7209
M3,2016,2364
M5,2022,8660
X1,2024,910
i3,2014,9166
5 Series,2020,5530
3 Series,2023,5285
3 Series,2015,7558
i3,2023,753
7 Series,2018,9100
X1,2012,6557
X5,2012,2867
3 Series,2017,9733
X6,2019,8905
5 Series,2021,9075
7 Series,2015,8834
X3,2021,5319
i3,2019,803
X5,2012,8511
X3,2011,5966
M3,2022,8142
M5,2011,2512
X1,2011,8910
X3,2024,4581
X3,2014,7709
3 Series,2024,885
3 Series,2021,593
X1,2014,5832
7 Series,2010,1388
X1,2011,9539
7 Series,2011,6567
i3,2024,4084
M5,2013,3425
7 Series,2016,2064
i8,2012,5388
M3,2014,276
M3,2020,1832
X1,2018,5055
X5,2014,8271
5 Series,2018,5275
7 Series,2010,2400
X6,2018,4507
X3,2023,8000
M5,2014,526
X5,2017,4374
X6,2014,8650
i8,2023,6622
3 Series,2021,9992
X6,2015,4162
M3,2017,3689
3 Series,2011,9398
X3,2012,1969
3 Series,2020,1098
i3,2018,8989
M3,2014,3780
M5,2014,5456
X5,2018,2566
5 Series,2019,9983
7 Series,2012,1338
X3,2023,7161
M5,2013,4264
X6,2016,2600
i3,2011,6818
X5,2017,785
5 Series,2014,5407
i8,2024,8017
M5,2010,7246
X6,2012,3535
X6,2024,7948
i8,2018,4369
i3,2014,4299
i8,2017,8898
i3,2010,5470
X5,2023,106
7 Series,2016,701
X1,2016,9529
M3,2017,1090
X3,2012,7294
i3,2010,5982
M3,2020,1256
M3,2024,1461
X5,2018,2132
M3,2010,8098
5 Series,2020,6489
7 Series,2015,5331
M3,2018,4249
M5,2023,6208
i3,2011,9977
5 Series,2013,544
7 Series,2011,997
5 Series,2013,2903
7 Series,2011,9073
7 Series,2021,5233
i3,2010,676
X1,2020,800
i3,2012,3843
X1,2017,6568
X1,2014,9476
M5,2013,5859
5 Series,2014,8066
7 Series,2015,9732
M5,2015,7761
X5,2014,2060
5 Series,2021,2896
i3,2020,1627
M3,2021,7995
X1,2015,263
M5,2018,3244
M3,2014,6034
X6,2022,7566
7 Series,2015,8067
X6,2013,3768
X5,2022,6045
M5,2012,9237
X5,2022,5506
X6,2021,5964
7 Series,2015,241
i3,2020,6561
X6,2020,7601
X5,2014,8444
X1,2013,2276
X5,2014,8077
X6,2016,4914
M5,2010,8729
7 Series,2023,7809
X6,2024,2085
X3,2010,4839
i3,2020,4077
X5,2022,2433
X6,2010,7848
M5,2011,1235
X6,2018,1294
7 Series,2022,7054
i3,2014,5184
X6,2023,7764
M3,2018,1312
X1,2022,1855
X3,2014,4735
X3,2024,2601
X3,2023,2671
5 Series,2016,8726
i3,2023,8219
M3,2023,9156
i3,2024,7639
X5,2015,6330
M5,2011,2339
7 Series,2012,3768
i8,2014,2186
3 Series,2013,2364
7 Series,2023,9118
M5,2020,180
5 Series,2015,1555
M5,2017,2875
M3,2017,9381
5 Series,2012,4691
3 Series,2013,1438
X5,2010,9449
i3,2011,5795
X3,2022,3487
M3,2018,8783
M5,2024,1399
X5,2021,3139
i8,2019,5565
i8,2019,6716
5 Series,2011,2595
X5,2021,6259
i8,2015,3139
X6,2023,4386
X5,2016,2084
i8,2015,159
3 Series,2017,9322
M5,2018,8982
M3,2017,8861
i3,2014,2794
X5,2017,3199
X1,2019,3353
M5,2024,2311
i8,2024,1723
X3,2019,6678
X5,2018,9644
5 Series,2023,1844
i3,2017,129
X5,2011,5133
3 Series,2011,5179
3 Series,2021,6604
M5,2012,3599
X5,2016,3105
3 Series,2018,7750
M3,2017,7605
M3,2018,4754
X6,2015,5482
X6,2010,8000
7 Series,2023,876
X3,2021,3088
X5,2013,3851
M5,2022,9810
X1,2015,9464
M5,2024,9752
M5,2021,8867
i8,2015,1180
5 Series,2024,4968
X3,2017,3580
i3,2024,9516
i8,2010,7741
5 Series,2022,7047
5 Series,2020,9213
M5,2011,3034
3 Series,2011,3580
M3,2022,904
X1,2015,8156
7 Series,2023,467
X3,2023,8468
M5,2020,7079
i3,2016,6792
i3,2011,221
X6,2014,4768
i3,2015,1526
M5,2013,350
X5,2010,4037
M5,2012,2352
5 Series,2023,529
X3,2019,526
i3,2018,2896
5 Series,2022,1791
i8,2015,750
X5,2011,9861
X3,2018,782
M5,2013,7465
7 Series,2020,5993
X5,2022,5301
X6,2017,3384
M5,2019,2375
i8,2016,8795
i8,2021,3819
i8,2020,8035
5 Series,2012,5042
X3,2024,667
3 Series,2017,2369
X5,2013,2279
X3,2011,2511
M5,2020,3309
X1,2014,2019
M5,2010,8455
X3,2022,7285
5 Series,2017,1158
X6,2023,8699
X6,2017,9131
M5,2012,8085
5 Series,2010,1706
i3,2013,684
3 Series,2018,6969
5 Series,2018,3285
M5,2024,6196
7 Series,2010,7217
M3,2020,7568
M3,2024,2279
5 Series,2016,9790
M3,2015,725
M3,2023,2951
X1,2016,3305
M3,2016,1089
7 Series,2017,3257
3 Series,2017,1369
X1,2019,4906
X5,2023,1374
X1,2020,6254
i8,2011,5775
i3,2021,5481
X3,2021,1375
X6,2021,3028
i8,2013,2366
3 Series,2013,8453
i8,2022,6498
M3,2024,327
M5,2020,2180
i8,2019,1834
M5,2021,6825
i3,2022,6326
7 Series,2017,7238
i8,2023,7407
X5,2022,2408
5 Series,2022,8001
X6,2012,6908
5 Series,2021,1472
M3,2022,7650
M3,2024,2374
X3,2022,4635
i8,2021,1045
M3,2012,2866
3 Series,2022,1905
i8,2011,5736
X5,2010,9312
X5,2017,404
M5,2023,2815
X1,2018,5534
i8,2018,5451
i8,2020,8414
7 Series,2017,936
X5,2014,7168
X1,2010,7935
i3,2018,8783
X1,2015,9974
7 Series,2021,4838
5 Series,2024,899
3 Series,2016,276
X3,2017,9315
X6,2022,9532
M3,2014,7196
M5,2015,8742
X5,2021,6221
